Random waveform, random seed
Total number of intervals = 90 (134603, 144349, 139618, 82984, 81651, 78820, 89074, 55802, 170723, 121080, 9703, 125225, 24361, 72128, 151970, 127982, 173719, 70778, 44042, 91528, 171594, 62517, 152488, 73366, 128512, 152795, 166869, 99766, 21247, 64726, 169094, 37322, 29333, 167939, 46727, 70369, 160029, 111323, 178342, 59887, 47892, 59791, 10745, 147352, 26032, 165327, 85566, 81492, 37116, 67329, 174778, 12386, 65335, 78322, 119656, 53845, 10912, 140723, 95437, 74042, 113954, 133379, 45560, 59131, 110876, 26017, 89267, 144054, 83384, 155930, 166868, 81568, 89314, 69571, 59602, 151859, 13276, 161853, 152320, 47260, 102310, 74816, 9301, 23908, 166010, 8815, 81313, 166477, 152368, 154768)
Average QPS expected = 95151
Timestamp start: 1747155128266
Timestamp end: 1747156028503

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      213.1    99.5    63.8   109.1   119.8   193.0   235.6   262.5   281.8   304.5   332.8   374.0   464.1   731.4  2852.1 127887.1   127982
read      307.3   141.6    68.9   143.6   165.4   277.4   334.5   376.1   412.0   454.1   502.5   566.3   673.2   832.7  2306.8 173840.1   173719
read      215.7   106.3    59.1   105.0   114.5   198.9   249.8   275.6   293.5   313.6   338.0   373.3   460.1   725.6  2629.9  70814.0    70778
read      218.3    92.3    63.8   106.7   116.5   217.0   254.9   274.0   287.6   302.7   320.9   350.3   422.1   612.6  1842.5  44088.2    44042
read      217.0   109.6    63.8   106.0   115.9   194.0   244.5   274.1   295.2   318.2   345.5   386.9   480.9   935.5  2787.7  91349.7    91528
read      360.1   157.4    74.4   177.0   204.3   331.0   398.5   443.4   476.0   513.3   557.1   617.8   731.7  1110.3  3753.1 171811.2   171594
read      218.0   100.7    63.8   106.2   115.9   205.7   254.3   278.8   295.2   314.0   336.9   370.2   448.3   650.6  2660.3  62539.8    62517
read      255.2   126.3    68.9   128.1   144.6   235.9   281.6   307.8   327.0   350.4   382.1   432.5   551.6  1455.0  3483.9 152546.2   152488
read      218.0   110.0    63.8   105.4   115.0   199.2   252.3   280.1   298.8   319.1   343.2   379.1   462.4   788.2  3267.2  73239.0    73366
read      225.4   122.8    63.8   112.8   125.5   204.8   248.1   274.0   293.7   316.5   345.0   389.9   493.5  1336.9  3237.6 128556.8   128512
read      255.5   117.7    68.9   128.9   145.6   237.2   282.3   308.3   327.3   350.5   382.0   432.6   554.1  1184.7  3157.2 152780.5   152795
read      330.8   148.7    68.9   160.0   184.3   302.8   363.8   406.0   439.1   476.0   519.1   576.7   679.0  1075.5  3583.3 166742.5   166869
read      218.0   106.0    63.8   107.5   117.9   195.8   242.8   271.4   292.6   316.5   344.9   387.9   487.3   983.3  2473.2  99844.5    99766
read      206.9    73.2    59.1   111.3   123.9   207.5   229.4   241.3   250.3   261.4   274.5   298.7   368.5   724.6  2615.3  21310.6    21247
read      209.8    99.0    59.1   102.9   111.9   196.5   243.4   266.7   282.7   300.9   323.4   360.1   446.7   699.9  2192.1  64752.9    64726
read      225.8   116.6    63.8   118.6   132.8   208.5   246.6   269.6   287.0   307.8   334.9   377.2   482.3  1107.8  3769.4 169076.1   169094
read      203.1    96.4    63.8   104.8   114.6   203.0   230.6   244.9   254.6   267.1   282.6   308.7   379.4   868.9  3402.3  37267.2    37322
read      199.1    78.5    59.1   108.4   119.3   199.9   222.1   233.3   242.0   252.1   266.6   290.5   362.8   724.5  2418.9  29318.6    29333
read      230.0   130.9    59.1   119.2   133.5   210.3   248.5   271.4   288.9   310.0   337.7   383.5   517.7  1705.9  4091.6 168080.9   167939
read      232.5   154.1    59.1   101.2   110.8   213.4   260.8   289.0   308.7   330.5   357.6   399.1   594.3  2062.8  3571.7  46680.8    46727
read      233.7   172.8    59.1   100.3   109.5   203.7   259.7   292.6   316.6   344.7   381.2   434.7   614.3  2351.5  4322.9  70482.6    70369
read      221.1   131.0    63.8   113.7   126.9   199.9   238.0   262.0   279.6   301.0   329.1   373.1   499.6  1725.5  4000.3 160052.5   160029
read      249.3   206.8    59.1   105.1   115.8   195.0   250.1   289.3   320.7   365.2   431.7   544.7   955.1  2544.1  5303.4 111379.9   111323
read      245.4   132.6    63.8   126.6   142.6   226.7   267.7   291.9   310.3   332.4   362.2   409.6   526.0  1645.0  4267.2 178363.5   178342
read      233.0   177.8    59.1   100.8   110.1   207.9   257.3   286.3   308.0   334.1   367.2   418.3   635.4  2554.1  4941.4  59915.6    59887
read      231.1   152.6    63.8   100.7   110.4   212.5   259.6   287.6   307.6   330.0   357.3   398.9   570.4  1940.9  4282.3  47885.4    47892
read      233.5   177.4    59.1   100.3   109.7   209.0   259.6   289.0   310.9   336.5   368.7   418.4   596.2  2580.4  5229.8  59789.3    59791
read      187.3    71.3    63.8   104.8   117.6   183.4   201.8   212.7   220.1   230.0   243.2   268.2   363.1   826.2  2210.0  10709.7    10745
read      249.5   247.4    59.1   111.2   123.7   203.7   249.0   275.7   296.0   320.1   354.8   422.8  1445.6  3199.6  7186.7 147312.1   147352
read      214.7   122.1    63.8   102.5   113.4   205.6   238.8   257.3   270.2   285.8   305.7   338.9   465.8  1639.9  3604.6  26146.1    26032
read      231.7   173.4    59.1   116.6   130.6   206.0   244.6   268.3   286.2   307.9   336.7   384.7   563.7  2664.8  4634.7 165457.9   165327
read      230.3   195.0    59.1   100.8   110.0   192.3   248.8   282.1   306.8   336.3   376.5   442.4   680.1  2618.2  6718.5  85547.9    85566
read      239.9   201.8    59.1   101.8   111.3   200.0   257.7   292.6   318.7   351.2   394.3   461.9   754.6  2886.6  5343.9  81572.8    81492
read      225.0   139.6    59.1   101.3   111.5   211.0   253.8   277.8   294.7   313.4   336.3   371.8   517.9  1707.8  3181.3  37035.5    37116
read      234.9   176.2    63.8   100.6   110.0   205.7   260.3   292.7   316.7   344.7   380.7   433.5   651.7  2366.2  4600.5  67254.8    67329
read      254.4   159.6    63.8   127.6   143.9   230.5   272.6   297.2   316.3   339.9   371.7   428.1   640.8  1962.2  4597.0 174895.6   174778
read      198.9   116.3    63.8   105.4   118.7   190.6   211.6   223.3   231.9   243.6   260.2   294.1   462.2  1447.3  4001.3  12398.9    12386
read      232.3   179.0    59.1   100.6   110.1   204.7   256.3   286.4   308.5   334.6   368.2   421.8   643.7  2463.6  5325.7  65290.1    65335
read      234.6   176.9    59.1   101.6   111.0   199.3   255.8   289.7   314.8   345.4   386.5   449.6   675.6  2479.1  4197.9  78201.5    78322
read      264.0   242.4    63.8   106.9   118.5   198.8   246.7   279.7   307.8   345.6   425.2   698.6  1346.9  2149.8  4711.6 119450.3   119656
read      238.0   199.3    63.8   101.6   111.1   210.9   259.8   288.9   310.5   335.8   368.0   420.2   722.4  2747.1  6564.1  54012.9    53845
read      188.1    69.8    63.8   104.6   117.9   182.7   201.4   212.6   220.4   230.9   246.2   274.5   399.0   808.5  1708.1  10950.6    10912
read      240.8   221.6    63.8   110.2   122.2   199.3   243.4   270.7   291.0   315.3   347.7   410.0  1388.2  2831.4  4840.7 140571.3   140723
read      243.3   210.9    59.1   103.4   113.5   197.5   256.6   294.9   324.0   360.7   408.2   484.3   791.4  2655.4  7059.6  95514.0    95437
read      236.1   177.8    63.8   102.2   111.7   202.6   260.2   293.9   318.4   347.8   387.4   446.4   652.6  2490.4  4710.7  74122.8    74042
read      272.5   245.9    63.8   110.0   121.8   207.0   264.2   305.1   339.9   391.6   478.0   652.7  1165.5  2826.7  6719.4 114004.8   113954
read      212.2   118.7    63.8   107.1   117.8   187.6   228.7   254.8   274.8   298.6   329.1   375.7   520.7  1461.7  2726.8 133283.7   133379
read      233.6   214.3    59.1   102.0   111.9   211.8   260.4   288.7   307.7   328.7   355.3   396.5   550.1  2366.6 11243.4  45542.0    45560
read      237.9   192.4    63.8   101.8   111.3   209.0   262.3   292.7   314.5   340.3   373.0   424.2   720.7  2678.0  5317.9  59112.6    59131
read      270.3   246.4    63.8   108.3   119.8   203.7   262.0   303.6   339.6   392.8   474.9   632.2  1250.1  2791.7  6224.4 110913.9   110876
read      214.1   108.6    63.8   103.9   115.5   204.4   239.6   259.1   272.6   289.0   309.6   342.6   452.7  1206.0  2991.4  26116.9    26017
read      241.0   189.7    63.8   103.2   113.1   197.9   258.9   296.4   324.5   360.3   405.4   476.1   738.9  2554.9  5205.9  89258.5    89267
read      237.6   200.6    68.9   111.8   124.3   202.3   246.7   273.4   293.3   316.8   348.3   404.3  1145.3  2694.6  5014.1 144234.0   144054
read      232.8   171.0    54.7   102.3   111.8   195.6   255.0   289.8   314.5   344.4   385.6   449.3   644.1  2340.4  4496.4  83270.0    83384
read      239.4   196.0    63.8   115.5   129.5   209.6   252.1   277.5   296.2   318.8   349.1   401.1   683.5  3136.2  5593.1 155818.5   155930
read      239.8   136.6    63.8   121.6   137.1   219.5   261.0   285.7   304.0   326.0   356.0   403.8   536.4  1731.9  4326.0 166784.2   166868
read      238.9   202.8    63.8   102.8   112.4   199.1   258.7   293.5   318.4   349.9   392.5   459.3   709.9  2837.0  6456.5  81440.7    81568
read      235.8   171.0    63.8   102.6   112.4   195.8   256.1   293.5   320.8   355.5   399.6   467.4   674.5  1966.1  4920.7  89382.1    89314
read      235.3   179.9    63.8   101.9   111.3   203.6   261.1   292.6   315.3   342.9   379.9   437.2   650.1  2530.5  5816.8  69487.8    69571
read      240.0   201.4    59.1   101.8   111.4   209.7   263.9   293.5   315.3   341.3   374.4   428.0   741.4  2725.7  6188.8  59551.9    59602
read      244.4   202.0    68.9   114.6   128.5   209.0   252.8   278.9   298.2   321.6   355.1   414.8  1245.4  2731.2  4258.5 151665.3   151859
read      198.3   110.4    63.8   105.5   119.1   188.4   211.1   224.5   234.2   248.3   267.9   303.6   451.3  1073.3  3766.8  13232.0    13276
read      301.3   271.2    63.8   130.9   149.6   251.1   298.5   328.0   351.2   382.3   429.6   537.2  1526.0  3456.8  6343.0 161948.7   161853
read      238.1   194.6    63.8   114.4   128.3   207.4   249.6   274.6   293.4   315.9   345.6   398.4   812.3  2901.7  5110.1 152474.3   152320
read      236.8   176.4    59.1   102.6   112.5   213.8   262.0   288.7   308.1   330.9   360.8   407.1   685.7  2562.0  4514.4  47338.8    47260
read      255.4   220.5    63.8   105.6   116.5   200.8   262.0   301.9   334.5   377.6   436.5   535.7   986.7  2731.4  5492.7 102231.0   102310
read      241.0   238.7    59.1   102.9   112.6   201.9   258.8   288.6   310.5   338.2   377.1   441.6   795.4  3672.0  7645.3  74982.1    74816
read      184.9    63.0    68.9   113.2   127.9   180.0   195.0   203.2   210.9   218.8   232.7   262.1   370.5   804.8  1936.6   9321.9     9301
read      193.9    62.7    63.8   110.0   121.4   193.4   213.2   224.2   231.9   242.0   255.0   280.3   350.1   567.5  1349.7  23842.1    23908
read      218.2    89.7    59.1   117.3   130.7   203.0   239.6   261.9   277.7   296.9   321.5   362.4   457.5   781.3  1879.6 165901.3   166010
read      181.9    67.2    59.1   110.6   123.8   177.0   191.1   199.3   206.0   214.9   228.5   258.9   372.8   832.4  1994.4   8843.8     8815
read      202.2    93.4    63.8   101.9   110.9   185.7   234.1   258.5   273.4   290.1   310.7   342.8   430.5   639.6  1959.7  81311.7    81313
read      218.4    90.1    63.8   117.2   130.8   203.1   239.8   262.0   277.7   296.8   321.4   362.6   463.6   804.8  1796.7 166779.6   166477
read      206.8    94.0    63.8   109.5   120.6   188.8   227.2   250.8   268.4   288.9   314.5   353.5   445.9   750.2  2248.5 152400.4   152368
read      210.9    99.8    59.1   110.8   122.5   192.7   231.0   254.5   272.0   292.7   318.5   360.3   465.8   869.2  2270.8 154711.8   154768

Total QPS = 95153.9 (85638536 / 900.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 21152718886 bytes :   22.4 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.86%,36.00%,100.00%
